Harry Potter And The Sorcerer's Stone, https://upload.wikimedia.org/wikipedia/en/c/c0/Harry_Potter_and_the_Philosopher%27s_Stone_posters.JPG, https://www.youtube.com/watch?v=PbdM1db3JbY
Blood Diamond, https://upload.wikimedia.org/wikipedia/en/5/5a/Blooddiamondposter.jpg, https://www.youtube.com/watch?v=qmXkCXd0QL8
Pacific Rim, https://upload.wikimedia.org/wikipedia/en/f/f3/Pacific_Rim_FilmPoster.jpeg, https://www.youtube.com/watch?v=5guMumPFBag
The Lord of the Rings: The Fellowship of the Ring, https://upload.wikimedia.org/wikipedia/en/9/9d/The_Lord_of_the_Rings_The_Fellowship_of_the_Ring_%282001%29_theatrical_poster.jpg, https://www.youtube.com/watch?v=qyquczkXgPc
